ASN,Org,Prefix,Center_IP,PTR_Hostname,Status,Country,Region,City,Latitude,Longitude,Message
4780,SEEDNet,220.229.56.0/24,220.229.56.128,220.229.56.128.adsl.static.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.57.0/24,220.229.57.128,bstelcom.net.tw,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.65.0/24,220.229.65.128,,success,Taiwan,Taiwan,Taipei,25.0501,121.565,
4780,SEEDNet,220.229.76.0/24,220.229.76.128,adsl-220-229-76-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.77.0/24,220.229.77.128,adsl-220-229-77-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.79.0/24,220.229.79.128,adsl-220-229-79-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.84.0/24,220.229.84.128,adsl-220-229-84-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.85.0/24,220.229.85.128,adsl-220-229-85-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.87.0/24,220.229.87.128,adsl-220-229-87-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.88.0/24,220.229.88.128,adsl-220-229-88-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.91.0/24,220.229.91.128,adsl-220-229-91-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.147.0/24,220.229.147.128,adsl-220-229-147-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.156.0/24,220.229.156.128,adsl-220-229-156-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.157.0/24,220.229.157.128,adsl-220-229-157-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.158.0/24,220.229.158.128,adsl-220-229-158-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.159.0/24,220.229.159.128,adsl-220-229-159-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.209.0/24,220.229.209.128,,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.210.0/24,220.229.210.128,,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.211.0/24,220.229.211.128,,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.212.0/24,220.229.212.128,,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.213.0/24,220.229.213.128,,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.215.0/24,220.229.215.128,,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.216.0/24,220.229.216.128,,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.219.0/24,220.229.219.128,adsl-220-229-219-128.kh.sparqnet.net,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,220.229.223.0/24,220.229.223.128,,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,221.169.0.0/17,221.169.64.0,221-169-64-0.static.seed.net.tw,success,Taiwan,Taiwan,Neihu District,25.0689,121.591,
4780,SEEDNet,221.169.0.0/19,221.169.16.0,221-169-16-0.static.seed.net.tw,success,Taiwan,Taiwan,Taipei,25.0423,121.567,
4780,SEEDNet,221.169.0.0/16,221.169.128.0,221-169-128-0.static.seed.net.tw,success,Taiwan,Taiwan,Neihu District,25.0689,121.591,
4780,SEEDNet,221.169.0.0/18,221.169.32.0,221-169-32-0.static.seed.net.tw,success,Taiwan,Taiwan,Neihu District,25.0689,121.591,
4780,SEEDNet,221.169.32.0/19,221.169.48.0,sw169-48-0.static.seed.net.tw,success,Taiwan,Taipei,Tamsui,25.1374,121.509,
4780,SEEDNet,221.169.64.0/19,221.169.80.0,221-169-80-0.static.seed.net.tw,success,Taiwan,Taipei,Tamsui,25.1374,121.509,
4780,SEEDNet,221.169.64.0/18,221.169.96.0,221-169-96-0.static.seed.net.tw,success,Taiwan,Taiwan,Neihu District,25.0689,121.591,
4780,SEEDNet,221.169.96.0/19,221.169.112.0,sw169-112-0.static.seed.net.tw,success,Taiwan,Taiwan,Neihu District,25.0689,121.591,
4780,SEEDNet,221.169.128.0/17,221.169.192.0,sw169-192-0.static.seed.net.tw,success,Taiwan,Taiwan,Neihu District,25.0689,121.591,
4780,SEEDNet,221.169.128.0/18,221.169.160.0,221-169-160-0.static.seed.net.tw,success,Taiwan,Taiwan,Neihu District,25.0689,121.591,
4780,SEEDNet,221.169.128.0/19,221.169.144.0,sw169-144-0.static.seed.net.tw,success,Taiwan,Taiwan,Neihu District,25.0689,121.591,
4780,SEEDNet,221.169.160.0/19,221.169.176.0,sw169-176-0.static.seed.net.tw,success,Taiwan,Taipei,Tamsui,25.1374,121.509,
4780,SEEDNet,221.169.192.0/18,221.169.224.0,sw169-224-0.static.seed.net.tw,success,Taiwan,Taiwan,Neihu District,25.0689,121.591,
