asn,name,prefix,family,center_ip,geo_status,geo_message,country,region,city,lat,lon,isp,as,query
1659,TANet,163.13.0.0/16,ipv4,163.13.128.0,success,,Taiwan,New Taipei City,New Taipei City,25.0693,121.4626,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,163.13.128.0
1659,TANet,163.14.0.0/15,ipv4,163.15.0.0,success,,Taiwan,Kaohsiung,Kaohsiung,22.6283,120.265,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.15.0.0
1659,TANet,163.15.15.0/24,ipv4,163.15.15.128,success,,Taiwan,Kaohsiung,Kaohsiung,22.6283,120.265,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.15.15.128
1659,TANet,163.15.151.0/24,ipv4,163.15.151.128,success,,Taiwan,Kaohsiung,Kaohsiung,22.6283,120.265,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.15.151.128
1659,TANet,163.15.152.0/21,ipv4,163.15.156.0,success,,Taiwan,Kaohsiung,Kaohsiung,22.6283,120.265,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.15.156.0
1659,TANet,163.15.160.0/20,ipv4,163.15.168.0,success,,Taiwan,Kaohsiung,Kaohsiung,22.6283,120.265,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.15.168.0
1659,TANet,163.15.176.0/22,ipv4,163.15.178.0,success,,Taiwan,Kaohsiung,Kaohsiung,22.6283,120.265,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.15.178.0
1659,TANet,163.15.180.0/24,ipv4,163.15.180.128,success,,Taiwan,Kaohsiung,Kaohsiung,22.6283,120.265,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.15.180.128
1659,TANet,163.15.185.0/24,ipv4,163.15.185.128,success,,Taiwan,Kaohsiung,Kaohsiung,22.6283,120.265,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.15.185.128
1659,TANet,163.15.188.0/22,ipv4,163.15.190.0,success,,Taiwan,Kaohsiung,Kaohsiung,22.6283,120.265,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.15.190.0
1659,TANet,163.15.192.0/24,ipv4,163.15.192.128,success,,Taiwan,Kaohsiung,Kaohsiung,22.6283,120.265,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.15.192.128
1659,TANet,163.16.0.0/13,ipv4,163.20.0.0,success,,Taiwan,New Taipei City,New Taipei City,25.0693,121.4626,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,163.20.0.0
1659,TANet,163.24.0.0/14,ipv4,163.26.0.0,success,,Taiwan,Tainan,Tainan City,22.9917,120.2148,T-TNRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.26.0.0
1659,TANet,163.24.242.0/23,ipv4,163.24.243.0,success,,Taiwan,Kaohsiung,Kaohsiung,22.6148,120.3139,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.24.243.0
1659,TANet,163.24.244.0/22,ipv4,163.24.246.0,success,,Taiwan,Kaohsiung,Kaohsiung,22.6148,120.3139,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.24.246.0
1659,TANet,163.24.248.0/21,ipv4,163.24.252.0,success,,Taiwan,Kaohsiung,Kaohsiung,22.6148,120.3139,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.24.252.0
1659,TANet,163.28.0.0/16,ipv4,163.28.128.0,success,,Taiwan,Taiwan,Taipei,25.033,121.565,T-EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.28.128.0
1659,TANet,163.30.0.0/15,ipv4,163.31.0.0,success,,Taiwan,Taiwan,Taipei,25.033,121.565,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,163.31.0.0
1659,TANet,163.32.0.0/16,ipv4,163.32.128.0,success,,Taiwan,Kaohsiung,Zuoying,22.6824,120.2958,T-KPPRC.EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,163.32.128.0
1659,TANet,192.83.166.0/23,ipv4,192.83.167.0,success,,Taiwan,Taiwan,Taipei,25.0501,121.565,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.83.167.0
1659,TANet,192.83.168.0/21,ipv4,192.83.172.0,success,,Taiwan,Taiwan,Taipei,25.0501,121.565,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.83.172.0
1659,TANet,192.83.176.0/20,ipv4,192.83.184.0,success,,Taiwan,Taiwan,Taipei,25.0501,121.565,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.83.184.0
1659,TANet,192.83.191.0/24,ipv4,192.83.191.128,success,,Taiwan,Taiwan,Taipei,25.0501,121.565,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.83.191.128
1659,TANet,192.83.192.0/22,ipv4,192.83.194.0,success,,Taiwan,Taiwan,Taipei,25.033,121.565,T-EDU.TW,AS1659 Taiwan Academic Network (TANet) Information Center,192.83.194.0
1659,TANet,192.83.193.0/24,ipv4,192.83.193.128,success,,Taiwan,Taiwan,Taipei,25.0501,121.565,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.83.193.128
1659,TANet,192.83.196.0/24,ipv4,192.83.196.128,success,,Taiwan,Taiwan,Taipei,25.0501,121.565,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.83.196.128
1659,TANet,192.192.0.0/16,ipv4,192.192.128.0,success,,Taiwan,Taipei,Yingge District,24.9493,121.337,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.192.128.0
1659,TANet,192.192.21.0/24,ipv4,192.192.21.128,success,,Taiwan,Taipei,Yingge District,24.9493,121.337,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.192.21.128
1659,TANet,192.192.22.0/24,ipv4,192.192.22.128,success,,Taiwan,Taipei,Yingge District,24.9493,121.337,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.192.22.128
1659,TANet,192.192.23.0/24,ipv4,192.192.23.128,success,,Taiwan,Taipei,Yingge District,24.9493,121.337,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.192.23.128
1659,TANet,192.192.24.0/23,ipv4,192.192.25.0,success,,Taiwan,Taipei,Yingge District,24.9493,121.337,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.192.25.0
1659,TANet,192.192.26.0/24,ipv4,192.192.26.128,success,,Taiwan,Taipei,Yingge District,24.9493,121.337,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.192.26.128
1659,TANet,192.192.48.0/21,ipv4,192.192.52.0,success,,Taiwan,Taipei,Yingge District,24.9493,121.337,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.192.52.0
1659,TANet,192.192.90.0/24,ipv4,192.192.90.128,success,,Taiwan,Taipei,Yingge District,24.9493,121.337,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.192.90.128
1659,TANet,192.192.91.0/24,ipv4,192.192.91.128,success,,Taiwan,Taipei,Yingge District,24.9493,121.337,Taiwan Academic Network (TANet) Information Center,AS1659 Taiwan Academic Network (TANet) Information Center,192.192.91.128
